2023-01-02, 4.3811
2023-01-03, 4.4373
2023-01-04, 4.3998
2023-01-05, 4.397
2023-01-09, 4.401
2023-01-10, 4.372
2023-01-11, 4.3639
2023-01-12, 4.3556
2023-01-13, 4.3272
2023-01-16, 4.3436
2023-01-17, 4.3398
2023-01-18, 4.3322
2023-01-19, 4.3469
2023-01-20, 4.352
2023-01-23, 4.3242
2023-01-24, 4.3341
2023-01-25, 4.3265
2023-01-26, 4.3354
2023-01-27, 4.3252
2023-01-30, 4.3258
2023-01-31, 4.348
2023-02-01, 4.3254
2023-02-02, 4.2803
2023-02-03, 4.2928
2023-02-06, 4.3833
2023-02-07, 4.4325
2023-02-08, 4.4074
2023-02-09, 4.4003
2023-02-10, 4.4565
2023-02-13, 4.4856
2023-02-14, 4.4463
2023-02-15, 4.4372
2023-02-16, 4.4601
2023-02-17, 4.4888
2023-02-20, 4.4515
2023-02-21, 4.4524
2023-02-22, 4.4687
2023-02-23, 4.4873
2023-02-24, 4.463
2023-02-27, 4.4697
2023-02-28, 4.4475
2023-03-01, 4.4094
2023-03-02, 4.4002
2023-03-03, 4.4341
2023-03-06, 4.4289
2023-03-07, 4.3981
2023-03-08, 4.4626
2023-03-09, 4.4356
2023-03-10, 4.4266
2023-03-13, 4.3906
2023-03-14, 4.3793
2023-03-15, 4.403
2023-03-16, 4.4248
2023-03-17, 4.4202
2023-03-20, 4.413
2023-03-21, 4.3715
2023-03-22, 4.3467
2023-03-23, 4.3011
2023-03-24, 4.3742
2023-03-27, 4.3518
2023-03-28, 4.33
2023-03-29, 4.3247
2023-03-30, 4.3043
2023-03-31, 4.2934
2023-04-03, 4.3168
2023-04-04, 4.2855
2023-04-05, 4.2739
2023-04-06, 4.3033
2023-04-07, 4.2932
2023-04-11, 4.2917
2023-04-12, 4.2713
2023-04-13, 4.2225
2023-04-14, 4.2042
2023-04-17, 4.2261
2023-04-18, 4.2151
2023-04-19, 4.2244
2023-04-20, 4.2024
2023-04-21, 4.2006
2023-04-24, 4.1905
2023-04-25, 4.1649
2023-04-26, 4.1557
2023-04-27, 4.1541
2023-04-28, 4.1753
2023-05-02, 4.1823
2023-05-04, 4.1547
2023-05-05, 4.1612
2023-05-08, 4.1384
2023-05-09, 4.1609
2023-05-10, 4.1532
2023-05-11, 4.1414
2023-05-12, 4.1638
2023-05-15, 4.149
2023-05-16, 4.1228
2023-05-17, 4.1504
2023-05-18, 4.1929
2023-05-19, 4.2053
2023-05-22, 4.1881
2023-05-23, 4.1634
2023-05-24, 4.1573
2023-05-25, 4.1994
2023-05-26, 4.2156
2023-05-29, 4.2234
2023-05-30, 4.2242
2023-05-31, 4.2559
2023-06-01, 4.2399
2023-06-02, 4.1903
2023-06-05, 4.1933
2023-06-06, 4.1964
2023-06-07, 4.1887
2023-06-09, 4.1545
2023-06-12, 4.1169
2023-06-13, 4.1439
2023-06-14, 4.1393
2023-06-15, 4.1203
2023-06-16, 4.0715
2023-06-19, 4.068
2023-06-20, 4.058
2023-06-21, 4.0648
2023-06-22, 4.033
2023-06-23, 4.0893
2023-06-26, 4.0669
2023-06-27, 4.0481
2023-06-28, 4.0719
2023-06-29, 4.0832
2023-06-30, 4.1066
2023-07-03, 4.0714
2023-07-04, 4.0636
2023-07-05, 4.0869
2023-07-06, 4.1191
2023-07-07, 4.1189
2023-07-10, 4.0632
2023-07-11, 4.0374
2023-07-12, 4.0347
2023-07-13, 3.9724
2023-07-14, 3.9617
2023-07-17, 3.9616
2023-07-18, 3.9451
2023-07-19, 3.9612
2023-07-20, 3.971
2023-07-21, 3.999
2023-07-24, 4.021
2023-07-25, 4.008
2023-07-26, 3.9949
2023-07-27, 3.9702
2023-07-28, 4.0377
2023-07-31, 3.9995
2023-08-01, 4.0262
2023-08-02, 4.0497
2023-08-03, 4.081
2023-08-04, 4.062
2023-08-07, 4.0347
2023-08-08, 4.0396
2023-08-09, 4.0592
2023-08-10, 4.0521
2023-08-11, 4.0501
2023-08-14, 4.0525
2023-08-16, 4.0832
2023-08-17, 4.1094
2023-08-18, 4.1285
2023-08-21, 4.1124
2023-08-22, 4.0924
2023-08-23, 4.1438
2023-08-24, 4.118
2023-08-25, 4.1419
2023-08-28, 4.14
2023-08-29, 4.1341
2023-08-30, 4.1167
2023-08-31, 4.1074
2023-09-01, 4.1263
2023-09-04, 4.1353
2023-09-05, 4.1643
2023-09-06, 4.1895
2023-09-07, 4.289
2023-09-08, 4.2958
2023-09-11, 4.3077
2023-09-12, 4.3711
2023-09-13, 4.3225
2023-09-14, 4.312
2023-09-15, 4.3418
2023-09-18, 4.3489
2023-09-19, 4.3472
2023-09-20, 4.3501
2023-09-21, 4.3365
2023-09-22, 4.3269
2023-09-25, 4.3188
2023-09-26, 4.3485
2023-09-27, 4.3622
2023-09-28, 4.4062
2023-09-29, 4.3697
2023-10-02, 4.3634
2023-10-03, 4.4012
2023-10-04, 4.4155
2023-10-05, 4.3768
2023-10-06, 4.3608
2023-10-09, 4.3439
2023-10-10, 4.2985
2023-10-11, 4.2589
2023-10-12, 4.2659
2023-10-13, 4.3033
2023-10-16, 4.2505
2023-10-17, 4.2131
2023-10-18, 4.2035
2023-10-19, 4.2264
2023-10-20, 4.2194
2023-10-23, 4.2022
2023-10-24, 4.1884
2023-10-25, 4.2284
2023-10-26, 4.2395
2023-10-27, 4.2267
2023-10-30, 4.204
2023-10-31, 4.1684
2023-11-02, 4.1963
2023-11-03, 4.1857
2023-11-06, 4.1512
2023-11-07, 4.1667
2023-11-08, 4.1804
2023-11-09, 4.1513
2023-11-10, 4.1423
2023-11-13, 4.1474
2023-11-14, 4.121
2023-11-15, 4.0453
2023-11-16, 4.0415
2023-11-17, 4.0327
2023-11-20, 3.9938
2023-11-21, 3.9882
2023-11-22, 4.018
2023-11-23, 3.9969
2023-11-24, 4.0103
2023-11-27, 3.9769
2023-11-28, 3.975
2023-11-29, 3.9478
2023-11-30, 3.981
2023-12-01, 3.991
2023-12-04, 3.985
2023-12-05, 3.991
2023-12-06, 4.0202
2023-12-07, 4.0199
2023-12-08, 4.0181
2023-12-11, 4.0277
2023-12-12, 4.0204
2023-12-13, 4.0149
2023-12-14, 3.9484
2023-12-15, 3.9326
2023-12-18, 3.9625
2023-12-19, 3.9591
2023-12-20, 3.9527
2023-12-21, 3.9645
2023-12-22, 3.9338
2023-12-27, 3.9178
2023-12-28, 3.899
2023-12-29, 3.935
